time_s,revolutions,thrust,torque,torque_abs,efficiency
0.00501429,0.0835715,0.39976045,-0.040332248,0.040332248,0.1892992
0.00505714,0.084285667,0.39890168,-0.04023831,0.04023831,0.18933352
0.0051,0.085,0.39806336,-0.040145829,0.040145829,0.18937086
0.00514286,0.085714333,0.3972413,-0.040054759,0.040054759,0.18940945
0.00518571,0.0864285,0.39641641,-0.039963374,0.039963374,0.18944836
0.00522857,0.087142833,0.39560391,-0.039873772,0.039873772,0.18948491
0.00527143,0.087857167,0.39478108,-0.039783631,0.039783631,0.18951923
0.00531429,0.0885715,0.39393908,-0.03969236,0.03969236,0.18954988
0.00535714,0.089285667,0.39310016,-0.039602537,0.039602537,0.18957523
0.0054,0.09,0.39227007,-0.039513442,0.039513442,0.18960146
0.00544286,0.090714333,0.39145453,-0.039425934,0.039425934,0.18962724
0.00548571,0.0914285,0.39064757,-0.03933949,0.03933949,0.18965216
0.00552857,0.092142833,0.38986149,-0.039255709,0.039255709,0.18967447
0.00557143,0.092857167,0.38907717,-0.039172552,0.039172552,0.18969473
0.00561429,0.0935715,0.38827953,-0.039088067,0.039088067,0.189715
0.00565714,0.094285667,0.38747555,-0.039002745,0.039002745,0.18973634
0.0057,0.095,0.38668793,-0.038919125,0.038919125,0.18975749
0.00574286,0.095714333,0.38591198,-0.038836578,0.038836578,0.18977923
0.00578571,0.0964285,0.38514819,-0.038754693,0.038754693,0.18980382
0.00582857,0.097142833,0.38439368,-0.038673221,0.038673221,0.18983106
0.00587143,0.097857167,0.38364233,-0.038591973,0.038591973,0.18985888
0.00591429,0.0985715,0.38288875,-0.038510889,0.038510889,0.1898849
0.00595714,0.099285667,0.38213844,-0.038429709,0.038429709,0.18991314
0.006,0.1,0.38140141,-0.038348962,0.038348962,0.18994596
0.00604286,0.10071433,0.3806834,-0.038269852,0.038269852,0.18998029
0.00608571,0.1014285,0.37997438,-0.038192064,0.038192064,0.19001267
0.00612857,0.10214283,0.37926822,-0.03811551,0.03811551,0.19004047
0.00617143,0.10285717,0.37858161,-0.038040078,0.038040078,0.19007259
0.00621429,0.1035715,0.37789616,-0.037964346,0.037964346,0.19010692
0.00625714,0.10428567,0.37720057,-0.037887338,0.037887338,0.19014269
0.0063,0.105,0.37648625,-0.037809153,0.037809153,0.19017505
0.00634286,0.10571433,0.3757657,-0.037730312,0.037730312,0.19020771
0.00638571,0.1064285,0.3750605,-0.037652833,0.037652833,0.19024141
0.00642857,0.10714283,0.37435328,-0.037576178,0.037576178,0.19027004
0.00647143,0.10785717,0.37364722,-0.037500396,0.037500396,0.19029496
0.00651429,0.1085715,0.37294905,-0.037425538,0.037425538,0.1903193
0.00655714,0.10928567,0.37225846,-0.037351955,0.037351955,0.19034112
0.0066,0.11,0.37157174,-0.037279085,0.037279085,0.19036137
0.00664286,0.11071433,0.37088159,-0.037206238,0.037206238,0.19037981
0.00668571,0.1114285,0.37018211,-0.037132605,0.037132605,0.19039756
0.00672857,0.11214283,0.3694943,-0.037059495,0.037059495,0.19041871
0.00677143,0.11285717,0.36880186,-0.036986298,0.036986298,0.190438
